Codepoints	Name	Group	Subgroup	Version	Status
1F935 1F3FB	person in tuxedo: light skin tone	People & Body	person-role	E3.0	fully-qualified
1F935 1F3FC	person in tuxedo: medium-light skin tone	People & Body	person-role	E3.0	fully-qualified
1F935 1F3FD	person in tuxedo: medium skin tone	People & Body	person-role	E3.0	fully-qualified
1F935 1F3FE	person in tuxedo: medium-dark skin tone	People & Body	person-role	E3.0	fully-qualified
1F935 1F3FF	person in tuxedo: dark skin tone	People & Body	person-role	E3.0	fully-qualified
1F935 200D 2642 FE0F	man in tuxedo	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FB 200D 2642 FE0F	man in tuxedo: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FC 200D 2642 FE0F	man in tuxedo: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FD 200D 2642 FE0F	man in tuxedo: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FE 200D 2642 FE0F	man in tuxedo: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FF 200D 2642 FE0F	man in tuxedo: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 200D 2640 FE0F	woman in tuxedo	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FB 200D 2640 FE0F	woman in tuxedo: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FC 200D 2640 FE0F	woman in tuxedo: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FD 200D 2640 FE0F	woman in tuxedo: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FE 200D 2640 FE0F	woman in tuxedo: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F935 1F3FF 200D 2640 FE0F	woman in tuxedo: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F470	person with veil	People & Body	person-role	E0.6	fully-qualified
1F470 1F3FB	person with veil: light skin tone	People & Body	person-role	E1.0	fully-qualified
1F470 1F3FC	person with veil: medium-light skin tone	People & Body	person-role	E1.0	fully-qualified
1F470 1F3FD	person with veil: medium skin tone	People & Body	person-role	E1.0	fully-qualified
1F470 1F3FE	person with veil: medium-dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F470 1F3FF	person with veil: dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F470 200D 2642 FE0F	man with veil	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FB 200D 2642 FE0F	man with veil: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FC 200D 2642 FE0F	man with veil: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FD 200D 2642 FE0F	man with veil: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FE 200D 2642 FE0F	man with veil: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FF 200D 2642 FE0F	man with veil: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 200D 2640 FE0F	woman with veil	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FB 200D 2640 FE0F	woman with veil: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FC 200D 2640 FE0F	woman with veil: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FD 200D 2640 FE0F	woman with veil: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FE 200D 2640 FE0F	woman with veil: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F470 1F3FF 200D 2640 FE0F	woman with veil: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F930	pregnant woman	People & Body	person-role	E3.0	fully-qualified
1F930 1F3FB	pregnant woman: light skin tone	People & Body	person-role	E3.0	fully-qualified
1F930 1F3FC	pregnant woman: medium-light skin tone	People & Body	person-role	E3.0	fully-qualified
1F930 1F3FD	pregnant woman: medium skin tone	People & Body	person-role	E3.0	fully-qualified
1F930 1F3FE	pregnant woman: medium-dark skin tone	People & Body	person-role	E3.0	fully-qualified
1F930 1F3FF	pregnant woman: dark skin tone	People & Body	person-role	E3.0	fully-qualified
1FAC3	pregnant man	People & Body	person-role	E14.0	fully-qualified
1FAC3 1F3FB	pregnant man: light skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC3 1F3FC	pregnant man: medium-light skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC3 1F3FD	pregnant man: medium skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC3 1F3FE	pregnant man: medium-dark skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC3 1F3FF	pregnant man: dark skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC4	pregnant person	People & Body	person-role	E14.0	fully-qualified
1FAC4 1F3FB	pregnant person: light skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC4 1F3FC	pregnant person: medium-light skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC4 1F3FD	pregnant person: medium skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC4 1F3FE	pregnant person: medium-dark skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC4 1F3FF	pregnant person: dark skin tone	People & Body	person-role	E14.0	fully-qualified
1F931	breast-feeding	People & Body	person-role	E5.0	fully-qualified
1F931 1F3FB	breast-feeding: light skin tone	People & Body	person-role	E5.0	fully-qualified
1F931 1F3FC	breast-feeding: medium-light skin tone	People & Body	person-role	E5.0	fully-qualified
1F931 1F3FD	breast-feeding: medium skin tone	People & Body	person-role	E5.0	fully-qualified
1F931 1F3FE	breast-feeding: medium-dark skin tone	People & Body	person-role	E5.0	fully-qualified
1F931 1F3FF	breast-feeding: dark skin tone	People & Body	person-role	E5.0	fully-qualified
1F469 200D 1F37C	woman feeding baby	People & Body	person-role	E13.0	fully-qualified
1F469 1F3FB 200D 1F37C	woman feeding baby: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F469 1F3FC 200D 1F37C	woman feeding baby: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F469 1F3FD 200D 1F37C	woman feeding baby: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F469 1F3FE 200D 1F37C	woman feeding baby: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F469 1F3FF 200D 1F37C	woman feeding baby: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F468 200D 1F37C	man feeding baby	People & Body	person-role	E13.0	fully-qualified
1F468 1F3FB 200D 1F37C	man feeding baby: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F468 1F3FC 200D 1F37C	man feeding baby: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F468 1F3FD 200D 1F37C	man feeding baby: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F468 1F3FE 200D 1F37C	man feeding baby: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F468 1F3FF 200D 1F37C	man feeding baby: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F9D1 200D 1F37C	person feeding baby	People & Body	person-role	E13.0	fully-qualified
1F9D1 1F3FB 200D 1F37C	person feeding baby: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F9D1 1F3FC 200D 1F37C	person feeding baby: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F9D1 1F3FD 200D 1F37C	person feeding baby: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F9D1 1F3FE 200D 1F37C	person feeding baby: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F9D1 1F3FF 200D 1F37C	person feeding baby: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F47C	baby angel	People & Body	person-fantasy	E0.6	fully-qualified
1F47C 1F3FB	baby angel: light skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F47C 1F3FC	baby angel: medium-light skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F47C 1F3FD	baby angel: medium skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F47C 1F3FE	baby angel: medium-dark skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F47C 1F3FF	baby angel: dark skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F385	Santa Claus	People & Body	person-fantasy	E0.6	fully-qualified
1F385 1F3FB	Santa Claus: light skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F385 1F3FC	Santa Claus: medium-light skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F385 1F3FD	Santa Claus: medium skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F385 1F3FE	Santa Claus: medium-dark skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F385 1F3FF	Santa Claus: dark skin tone	People & Body	person-fantasy	E1.0	fully-qualified
1F936	Mrs. Claus	People & Body	person-fantasy	E3.0	fully-qualified
1F936 1F3FB	Mrs. Claus: light skin tone	People & Body	person-fantasy	E3.0	fully-qualified
1F936 1F3FC	Mrs. Claus: medium-light skin tone	People & Body	person-fantasy	E3.0	fully-qualified
1F936 1F3FD	Mrs. Claus: medium skin tone	People & Body	person-fantasy	E3.0	fully-qualified
1F936 1F3FE	Mrs. Claus: medium-dark skin tone	People & Body	person-fantasy	E3.0	fully-qualified
1F936 1F3FF	Mrs. Claus: dark skin tone	People & Body	person-fantasy	E3.0	fully-qualified
1F9D1 200D 1F384	Mx Claus	People & Body	person-fantasy	E13.0	fully-qualified
1F9D1 1F3FB 200D 1F384	Mx Claus: light skin tone	People & Body	person-fantasy	E13.0	fully-qualified
1F9D1 1F3FC 200D 1F384	Mx Claus: medium-light skin tone	People & Body	person-fantasy	E13.0	fully-qualified
1F9D1 1F3FD 200D 1F384	Mx Claus: medium skin tone	People & Body	person-fantasy	E13.0	fully-qualified
1F9D1 1F3FE 200D 1F384	Mx Claus: medium-dark skin tone	People & Body	person-fantasy	E13.0	fully-qualified
1F9D1 1F3FF 200D 1F384	Mx Claus: dark skin tone	People & Body	person-fantasy	E13.0	fully-qualified
1F9B8	superhero	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FB	superhero: light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FC	superhero: medium-light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FD	superhero: medium skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FE	superhero: medium-dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FF	superhero: dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 200D 2642 FE0F	man superhero	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FB 200D 2642 FE0F	man superhero: light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FC 200D 2642 FE0F	man superhero: medium-light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FD 200D 2642 FE0F	man superhero: medium skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FE 200D 2642 FE0F	man superhero: medium-dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FF 200D 2642 FE0F	man superhero: dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 200D 2640 FE0F	woman superhero	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FB 200D 2640 FE0F	woman superhero: light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FC 200D 2640 FE0F	woman superhero: medium-light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FD 200D 2640 FE0F	woman superhero: medium skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FE 200D 2640 FE0F	woman superhero: medium-dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B8 1F3FF 200D 2640 FE0F	woman superhero: dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9	supervillain	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FB	supervillain: light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FC	supervillain: medium-light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FD	supervillain: medium skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FE	supervillain: medium-dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FF	supervillain: dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 200D 2642 FE0F	man supervillain	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FB 200D 2642 FE0F	man supervillain: light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FC 200D 2642 FE0F	man supervillain: medium-light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FD 200D 2642 FE0F	man supervillain: medium skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FE 200D 2642 FE0F	man supervillain: medium-dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FF 200D 2642 FE0F	man supervillain: dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 200D 2640 FE0F	woman supervillain	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FB 200D 2640 FE0F	woman supervillain: light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FC 200D 2640 FE0F	woman supervillain: medium-light skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FD 200D 2640 FE0F	woman supervillain: medium skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FE 200D 2640 FE0F	woman supervillain: medium-dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9B9 1F3FF 200D 2640 FE0F	woman supervillain: dark skin tone	People & Body	person-fantasy	E11.0	fully-qualified
1F9D9	mage	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FB	mage: light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FC	mage: medium-light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FD	mage: medium skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FE	mage: medium-dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FF	mage: dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 200D 2642 FE0F	man mage	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FB 200D 2642 FE0F	man mage: light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FC 200D 2642 FE0F	man mage: medium-light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FD 200D 2642 FE0F	man mage: medium skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FE 200D 2642 FE0F	man mage: medium-dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FF 200D 2642 FE0F	man mage: dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 200D 2640 FE0F	woman mage	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FB 200D 2640 FE0F	woman mage: light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FC 200D 2640 FE0F	woman mage: medium-light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FD 200D 2640 FE0F	woman mage: medium skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FE 200D 2640 FE0F	woman mage: medium-dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9D9 1F3FF 200D 2640 FE0F	woman mage: dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA	fairy	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FB	fairy: light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FC	fairy: medium-light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FD	fairy: medium skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FE	fairy: medium-dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FF	fairy: dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 200D 2642 FE0F	man fairy	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FB 200D 2642 FE0F	man fairy: light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FC 200D 2642 FE0F	man fairy: medium-light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FD 200D 2642 FE0F	man fairy: medium skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FE 200D 2642 FE0F	man fairy: medium-dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FF 200D 2642 FE0F	man fairy: dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 200D 2640 FE0F	woman fairy	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FB 200D 2640 FE0F	woman fairy: light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FC 200D 2640 FE0F	woman fairy: medium-light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FD 200D 2640 FE0F	woman fairy: medium skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FE 200D 2640 FE0F	woman fairy: medium-dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DA 1F3FF 200D 2640 FE0F	woman fairy: dark skin tone	People & Body	person-fantasy	E5.0	fully-qualified
1F9DB	vampire	People & Body	person-fantasy	E5.0	fully-qualified
1F9DB 1F3FB	vampire: light skin tone	People & Body	person-fantasy	E5.0	fully-qualified
