Codepoints	Name	Group	Subgroup	Version	Status
1F468 200D 1F3ED	man factory worker	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F3ED	man factory worker: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F3ED	man factory worker: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F3ED	man factory worker: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F3ED	man factory worker: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F3ED	man factory worker: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F3ED	woman factory worker	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F3ED	woman factory worker: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F3ED	woman factory worker: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F3ED	woman factory worker: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F3ED	woman factory worker: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F3ED	woman factory worker: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 1F4BC	office worker	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 1F4BC	office worker: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 1F4BC	office worker: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 1F4BC	office worker: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 1F4BC	office worker: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 1F4BC	office worker: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 1F4BC	man office worker	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F4BC	man office worker: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F4BC	man office worker: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F4BC	man office worker: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F4BC	man office worker: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F4BC	man office worker: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F4BC	woman office worker	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F4BC	woman office worker: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F4BC	woman office worker: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F4BC	woman office worker: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F4BC	woman office worker: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F4BC	woman office worker: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 1F52C	scientist	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 1F52C	scientist: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 1F52C	scientist: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 1F52C	scientist: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 1F52C	scientist: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 1F52C	scientist: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 1F52C	man scientist	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F52C	man scientist: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F52C	man scientist: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F52C	man scientist: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F52C	man scientist: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F52C	man scientist: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F52C	woman scientist	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F52C	woman scientist: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F52C	woman scientist: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F52C	woman scientist: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F52C	woman scientist: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F52C	woman scientist: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 1F4BB	technologist	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 1F4BB	technologist: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 1F4BB	technologist: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 1F4BB	technologist: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 1F4BB	technologist: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 1F4BB	technologist: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 1F4BB	man technologist	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F4BB	man technologist: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F4BB	man technologist: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F4BB	man technologist: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F4BB	man technologist: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F4BB	man technologist: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F4BB	woman technologist	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F4BB	woman technologist: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F4BB	woman technologist: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F4BB	woman technologist: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F4BB	woman technologist: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F4BB	woman technologist: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 1F3A4	singer	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 1F3A4	singer: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 1F3A4	singer: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 1F3A4	singer: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 1F3A4	singer: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 1F3A4	singer: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 1F3A4	man singer	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F3A4	man singer: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F3A4	man singer: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F3A4	man singer: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F3A4	man singer: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F3A4	man singer: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F3A4	woman singer	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F3A4	woman singer: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F3A4	woman singer: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F3A4	woman singer: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F3A4	woman singer: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F3A4	woman singer: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 1F3A8	artist	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 1F3A8	artist: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 1F3A8	artist: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 1F3A8	artist: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 1F3A8	artist: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 1F3A8	artist: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 1F3A8	man artist	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F3A8	man artist: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F3A8	man artist: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F3A8	man artist: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F3A8	man artist: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F3A8	man artist: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F3A8	woman artist	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F3A8	woman artist: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F3A8	woman artist: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F3A8	woman artist: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F3A8	woman artist: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F3A8	woman artist: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 2708 FE0F	pilot	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 2708 FE0F	pilot: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 2708 FE0F	pilot: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 2708 FE0F	pilot: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 2708 FE0F	pilot: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 2708 FE0F	pilot: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 2708 FE0F	man pilot	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 2708 FE0F	man pilot: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 2708 FE0F	man pilot: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 2708 FE0F	man pilot: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 2708 FE0F	man pilot: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 2708 FE0F	man pilot: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 2708 FE0F	woman pilot	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 2708 FE0F	woman pilot: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 2708 FE0F	woman pilot: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 2708 FE0F	woman pilot: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 2708 FE0F	woman pilot: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 2708 FE0F	woman pilot: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 1F680	astronaut	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 1F680	astronaut: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 1F680	astronaut: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 1F680	astronaut: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 1F680	astronaut: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 1F680	astronaut: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 1F680	man astronaut	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F680	man astronaut: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F680	man astronaut: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F680	man astronaut: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F680	man astronaut: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F680	man astronaut: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F680	woman astronaut	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F680	woman astronaut: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F680	woman astronaut: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F680	woman astronaut: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F680	woman astronaut: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F680	woman astronaut: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F9D1 200D 1F692	firefighter	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FB 200D 1F692	firefighter: light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FC 200D 1F692	firefighter: medium-light skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FD 200D 1F692	firefighter: medium skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FE 200D 1F692	firefighter: medium-dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F9D1 1F3FF 200D 1F692	firefighter: dark skin tone	People & Body	person-role	E12.1	fully-qualified
1F468 200D 1F692	man firefighter	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FB 200D 1F692	man firefighter: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FC 200D 1F692	man firefighter: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FD 200D 1F692	man firefighter: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FE 200D 1F692	man firefighter: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F468 1F3FF 200D 1F692	man firefighter: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 200D 1F692	woman firefighter	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FB 200D 1F692	woman firefighter: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FC 200D 1F692	woman firefighter: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FD 200D 1F692	woman firefighter: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FE 200D 1F692	woman firefighter: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F469 1F3FF 200D 1F692	woman firefighter: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E	police officer	People & Body	person-role	E0.6	fully-qualified
1F46E 1F3FB	police officer: light skin tone	People & Body	person-role	E1.0	fully-qualified
1F46E 1F3FC	police officer: medium-light skin tone	People & Body	person-role	E1.0	fully-qualified
1F46E 1F3FD	police officer: medium skin tone	People & Body	person-role	E1.0	fully-qualified
1F46E 1F3FE	police officer: medium-dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F46E 1F3FF	police officer: dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F46E 200D 2642 FE0F	man police officer	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FB 200D 2642 FE0F	man police officer: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FC 200D 2642 FE0F	man police officer: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FD 200D 2642 FE0F	man police officer: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FE 200D 2642 FE0F	man police officer: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FF 200D 2642 FE0F	man police officer: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 200D 2640 FE0F	woman police officer	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FB 200D 2640 FE0F	woman police officer: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FC 200D 2640 FE0F	woman police officer: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FD 200D 2640 FE0F	woman police officer: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FE 200D 2640 FE0F	woman police officer: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F46E 1F3FF 200D 2640 FE0F	woman police officer: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 FE0F	detective	People & Body	person-role	E0.7	fully-qualified
1F575 1F3FB	detective: light skin tone	People & Body	person-role	E2.0	fully-qualified
1F575 1F3FC	detective: medium-light skin tone	People & Body	person-role	E2.0	fully-qualified
1F575 1F3FD	detective: medium skin tone	People & Body	person-role	E2.0	fully-qualified
1F575 1F3FE	detective: medium-dark skin tone	People & Body	person-role	E2.0	fully-qualified
1F575 1F3FF	detective: dark skin tone	People & Body	person-role	E2.0	fully-qualified
1F575 FE0F 200D 2642 FE0F	man detective	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FB 200D 2642 FE0F	man detective: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FC 200D 2642 FE0F	man detective: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FD 200D 2642 FE0F	man detective: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FE 200D 2642 FE0F	man detective: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FF 200D 2642 FE0F	man detective: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 FE0F 200D 2640 FE0F	woman detective	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FB 200D 2640 FE0F	woman detective: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FC 200D 2640 FE0F	woman detective: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FD 200D 2640 FE0F	woman detective: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FE 200D 2640 FE0F	woman detective: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F575 1F3FF 200D 2640 FE0F	woman detective: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F482	guard	People & Body	person-role	E0.6	fully-qualified
1F482 1F3FB	guard: light skin tone	People & Body	person-role	E1.0	fully-qualified
1F482 1F3FC	guard: medium-light skin tone	People & Body	person-role	E1.0	fully-qualified
1F482 1F3FD	guard: medium skin tone	People & Body	person-role	E1.0	fully-qualified
1F482 1F3FE	guard: medium-dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F482 1F3FF	guard: dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F482 200D 2642 FE0F	man guard	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FB 200D 2642 FE0F	man guard: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FC 200D 2642 FE0F	man guard: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FD 200D 2642 FE0F	man guard: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FE 200D 2642 FE0F	man guard: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FF 200D 2642 FE0F	man guard: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 200D 2640 FE0F	woman guard	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FB 200D 2640 FE0F	woman guard: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FC 200D 2640 FE0F	woman guard: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FD 200D 2640 FE0F	woman guard: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FE 200D 2640 FE0F	woman guard: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F482 1F3FF 200D 2640 FE0F	woman guard: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F977	ninja	People & Body	person-role	E13.0	fully-qualified
1F977 1F3FB	ninja: light skin tone	People & Body	person-role	E13.0	fully-qualified
1F977 1F3FC	ninja: medium-light skin tone	People & Body	person-role	E13.0	fully-qualified
1F977 1F3FD	ninja: medium skin tone	People & Body	person-role	E13.0	fully-qualified
1F977 1F3FE	ninja: medium-dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F977 1F3FF	ninja: dark skin tone	People & Body	person-role	E13.0	fully-qualified
1F477	construction worker	People & Body	person-role	E0.6	fully-qualified
1F477 1F3FB	construction worker: light skin tone	People & Body	person-role	E1.0	fully-qualified
1F477 1F3FC	construction worker: medium-light skin tone	People & Body	person-role	E1.0	fully-qualified
1F477 1F3FD	construction worker: medium skin tone	People & Body	person-role	E1.0	fully-qualified
1F477 1F3FE	construction worker: medium-dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F477 1F3FF	construction worker: dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F477 200D 2642 FE0F	man construction worker	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FB 200D 2642 FE0F	man construction worker: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FC 200D 2642 FE0F	man construction worker: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FD 200D 2642 FE0F	man construction worker: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FE 200D 2642 FE0F	man construction worker: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FF 200D 2642 FE0F	man construction worker: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 200D 2640 FE0F	woman construction worker	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FB 200D 2640 FE0F	woman construction worker: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FC 200D 2640 FE0F	woman construction worker: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FD 200D 2640 FE0F	woman construction worker: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FE 200D 2640 FE0F	woman construction worker: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F477 1F3FF 200D 2640 FE0F	woman construction worker: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1FAC5	person with crown	People & Body	person-role	E14.0	fully-qualified
1FAC5 1F3FB	person with crown: light skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC5 1F3FC	person with crown: medium-light skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC5 1F3FD	person with crown: medium skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC5 1F3FE	person with crown: medium-dark skin tone	People & Body	person-role	E14.0	fully-qualified
1FAC5 1F3FF	person with crown: dark skin tone	People & Body	person-role	E14.0	fully-qualified
1F934	prince	People & Body	person-role	E3.0	fully-qualified
1F934 1F3FB	prince: light skin tone	People & Body	person-role	E3.0	fully-qualified
1F934 1F3FC	prince: medium-light skin tone	People & Body	person-role	E3.0	fully-qualified
1F934 1F3FD	prince: medium skin tone	People & Body	person-role	E3.0	fully-qualified
1F934 1F3FE	prince: medium-dark skin tone	People & Body	person-role	E3.0	fully-qualified
1F934 1F3FF	prince: dark skin tone	People & Body	person-role	E3.0	fully-qualified
1F478	princess	People & Body	person-role	E0.6	fully-qualified
1F478 1F3FB	princess: light skin tone	People & Body	person-role	E1.0	fully-qualified
1F478 1F3FC	princess: medium-light skin tone	People & Body	person-role	E1.0	fully-qualified
1F478 1F3FD	princess: medium skin tone	People & Body	person-role	E1.0	fully-qualified
1F478 1F3FE	princess: medium-dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F478 1F3FF	princess: dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F473	person wearing turban	People & Body	person-role	E0.6	fully-qualified
1F473 1F3FB	person wearing turban: light skin tone	People & Body	person-role	E1.0	fully-qualified
1F473 1F3FC	person wearing turban: medium-light skin tone	People & Body	person-role	E1.0	fully-qualified
1F473 1F3FD	person wearing turban: medium skin tone	People & Body	person-role	E1.0	fully-qualified
1F473 1F3FE	person wearing turban: medium-dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F473 1F3FF	person wearing turban: dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F473 200D 2642 FE0F	man wearing turban	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FB 200D 2642 FE0F	man wearing turban: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FC 200D 2642 FE0F	man wearing turban: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FD 200D 2642 FE0F	man wearing turban: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FE 200D 2642 FE0F	man wearing turban: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FF 200D 2642 FE0F	man wearing turban: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 200D 2640 FE0F	woman wearing turban	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FB 200D 2640 FE0F	woman wearing turban: light skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FC 200D 2640 FE0F	woman wearing turban: medium-light skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FD 200D 2640 FE0F	woman wearing turban: medium skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FE 200D 2640 FE0F	woman wearing turban: medium-dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F473 1F3FF 200D 2640 FE0F	woman wearing turban: dark skin tone	People & Body	person-role	E4.0	fully-qualified
1F472	person with skullcap	People & Body	person-role	E0.6	fully-qualified
1F472 1F3FB	person with skullcap: light skin tone	People & Body	person-role	E1.0	fully-qualified
1F472 1F3FC	person with skullcap: medium-light skin tone	People & Body	person-role	E1.0	fully-qualified
1F472 1F3FD	person with skullcap: medium skin tone	People & Body	person-role	E1.0	fully-qualified
1F472 1F3FE	person with skullcap: medium-dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F472 1F3FF	person with skullcap: dark skin tone	People & Body	person-role	E1.0	fully-qualified
1F9D5	woman with headscarf	People & Body	person-role	E5.0	fully-qualified
1F9D5 1F3FB	woman with headscarf: light skin tone	People & Body	person-role	E5.0	fully-qualified
1F9D5 1F3FC	woman with headscarf: medium-light skin tone	People & Body	person-role	E5.0	fully-qualified
1F9D5 1F3FD	woman with headscarf: medium skin tone	People & Body	person-role	E5.0	fully-qualified
1F9D5 1F3FE	woman with headscarf: medium-dark skin tone	People & Body	person-role	E5.0	fully-qualified
1F9D5 1F3FF	woman with headscarf: dark skin tone	People & Body	person-role	E5.0	fully-qualified
1F935	person in tuxedo	People & Body	person-role	E3.0	fully-qualified
